station_id,bay,horizon,depth_m,temp_c,salinity_psu,oxygen_mgl,ph,latitude,longitude,time,date
61,Амурский залив,дно,31,5.13,33.85,7.2,8.14,42.959,131.58133,0:00:00,5/21/2024
63,Амурский залив,0,0,17.92,31.83,7.8,8.27,42.95833,131.68,0:00:00,5/21/2024
63,Амурский залив,10,10,17.97,32.17,7.7,8.26,42.95833,131.68,0:00:00,5/21/2024
63,Амурский залив,дно,25,5.60,33.83,7,8.18,42.95833,131.68,0:00:00,5/21/2024
67,Уссурийский залив,0,0,18.09,32.48,7.3,8.24,42.92333,131.83333,0:00:00,5/21/2024
67,Уссурийский залив,дно,43,3.48,33.97,7.6,8.11,42.92333,131.83333,0:00:00,5/21/2024
68,Уссурийский залив,0,0,17.79,32.54,7.5,8.24,42.93333,131.94333,0:00:00,5/21/2024
68,Уссурийский залив,10,10,17.81,32.53,7.5,8.27,42.93333,131.94333,0:00:00,5/21/2024
68,Уссурийский залив,дно,54,2.38,34.02,9.2,8.18,42.93333,131.94333,0:00:00,5/21/2024
69,Уссурийский залив,0,0,17.02,32.55,7.5,8.21,42.92333,132.06333,0:00:00,5/21/2024
69,Уссурийский залив,10,10,17.03,32.54,7,8.25,42.92333,132.06333,0:00:00,5/21/2024
69,Уссурийский залив,дно,46,2.42,34.02,7.5,8.19,42.92333,132.06333,0:00:00,5/21/2024
70,Уссурийский залив,0,0,14.18,32.67,7.8,8.25,42.88667,132.2,0:00:00,5/21/2024
70,Уссурийский залив,10,10,8.80,33.44,8.6,8.22,42.88667,132.2,0:00:00,5/21/2024
70,Уссурийский залив,дно,63,2.04,34.03,8,8.15,42.88667,132.2,0:00:00,5/21/2024
73,Открытая часть залива Петра Великого,0,0,17.88,32.47,7.3,8.24,42.88667,132.2,0:00:00,5/21/2024
73,Открытая часть залива Петра Великого,дно,38,5.60,33.82,7.1,8.16,42.88667,132.2,0:00:00,5/21/2024
78,Открытая часть залива Петра Великого,0,0,18.52,31.91,8.1,8.24,42.84333,131.535,0:00:00,5/21/2024
78,Открытая часть залива Петра Великого,дно,46,3.08,33.98,7.6,8.16,42.84333,131.535,0:00:00,5/21/2024
79,Открытая часть залива Петра Великого,0,0,17.37,32.19,7.3,8.25,42.84333,131.65,0:00:00,5/21/2024
79,Открытая часть залива Петра Великого,дно,33,5.72,33.8,7.8,8.20,42.84333,131.65,0:00:00,5/21/2024
80,Открытая часть залива Петра Великого,0,0,17.60,32.55,7.6,8.25,42.84333,131.74167,0:00:00,5/21/2024
80,Открытая часть залива Петра Великого,дно,56,2.23,34.02,8.7,8.17,42.84333,131.74167,0:00:00,5/21/2024
81,Открытая часть залива Петра Великого,0,0,17.70,32.51,7.7,8.24,42.84333,131.855,0:00:00,5/21/2024
81,Открытая часть залива Петра Великого,дно,59,1.96,34.04,8.1,8.15,42.84333,131.855,0:00:00,5/21/2024
84,Открытая часть залива Петра Великого,0,0,14.94,32.42,8.7,8.25,42.84333,132.19833,0:00:00,5/21/2024
84,Открытая часть залива Петра Великого,дно,70,1.91,34.01,8,8.16,42.84333,132.19833,0:00:00,5/21/2024
86,Открытая часть залива Петра Великого,0,0,13.84,32.91,8,8.26,42.815,132.31,0:00:00,5/21/2024
86,Открытая часть залива Петра Великого,дно,62,2.20,34.02,8.5,8.18,42.815,132.31,0:00:00,5/21/2024
88,Открытая часть залива Петра Великого,0,0,15.39,32.73,7.8,8.26,42.7625,132.30583,0:00:00,5/21/2024
88,Открытая часть залива Петра Великого,дно,69,2.33,34.01,8.1,8.19,42.7625,132.30583,0:00:00,5/21/2024
89,Открытая часть залива Петра Великого,0,0,18.94,32.53,8.8,8.24,42.4,131.2,0:00:00,5/21/2024
89,Открытая часть залива Петра Великого,дно,100,2.06,34.02,7.2,8.19,42.4,131.2,0:00:00,5/21/2024
91,Открытая часть залива Петра Великого,0,0,19.18,32.53,8.4,8.21,42.5,131.2,0:00:00,5/21/2024
91,Открытая часть залива Петра Великого,дно,59,2.18,34.02,7.3,8.18,42.5,131.2,0:00:00,5/21/2024
94,Открытая часть залива Петра Великого,0,0,18.67,32.60,7.2,8.23,42.45,131.4,0:00:00,5/21/2024
94,Открытая часть залива Петра Великого,дно,81,2.11,34.02,8.7,8.17,42.45,131.4,0:00:00,5/21/2024
96,Открытая часть залива Петра Великого,0,0,19.07,32.51,7,8.23,42.55,131.4,0:00:00,5/21/2024
96,Открытая часть залива Петра Великого,дно,68,2.19,34.02,6.7,8.16,42.55,131.4,0:00:00,5/21/2024
99,Открытая часть залива Петра Великого,0,0,19.27,32.66,7.2,8.24,42.7,131.4,0:00:00,5/21/2024
99,Открытая часть залива Петра Великого,дно,28,5.72,33.87,7.1,8.25,42.7,131.4,0:00:00,5/21/2024
101,Открытая часть залива Петра Великого,0,0,18.78,31.99,7.5,8.22,42.8,131.4,0:00:00,5/21/2024
101,Открытая часть залива Петра Великого,дно,22,6.30,33.80,7.2,8.21,42.8,131.4,0:00:00,5/21/2024
102,Открытая часть залива Петра Великого,0,0,18.50,32.54,7.2,8.24,42.4,131.6,0:00:00,5/21/2024
102,Открытая часть залива Петра Великого,дно,210,1.73,34.04,8.6,8.18,42.4,131.6,0:00:00,5/21/2024
104,Открытая часть залива Петра Великого,0,0,18.16,32.58,7.3,8.23,42.5,131.6,0:00:00,5/21/2024
104,Открытая часть залива Петра Великого,дно,88,2.07,34.03,8.2,8.16,42.5,131.6,0:00:00,5/21/2024
106,Открытая часть залива Петра Великого,0,0,18.80,32.53,4.4,8.22,42.6,131.6,0:00:00,5/21/2024
106,Открытая часть залива Петра Великого,дно,74,2.11,34.03,4.2,8.13,42.6,131.6,0:00:00,5/21/2024
108,Открытая часть залива Петра Великого,0,0,19.02,32.57,5.2,8.24,42.7,131.6,0:00:00,5/21/2024
108,Открытая часть залива Петра Великого,дно,66,2.02,34.03,4.4,8.14,42.7,131.6,0:00:00,5/21/2024
112,Открытая часть залива Петра Великого,0,0,17.76,32.67,7.4,8.24,42.45,131.8,0:00:00,5/21/2024
112,Открытая часть залива Петра Великого,дно,202,1.68,34.04,8.7,8.18,42.45,131.8,0:00:00,5/21/2024
114,Открытая часть залива Петра Великого,0,0,17.15,32.53,7.4,8.22,42.55,131.8,0:00:00,5/21/2024
114,Открытая часть залива Петра Великого,дно,86,2.06,34.03,8.1,8.16,42.55,131.8,0:00:00,5/21/2024
116,Открытая часть залива Петра Великого,0,0,16.85,32.56,7.7,8.25,42.65,131.8,0:00:00,5/21/2024
116,Открытая часть залива Петра Великого,дно,66,2.02,34.03,8.2,8.15,42.65,131.8,0:00:00,5/21/2024
118,Открытая часть залива Петра Великого,0,0,16.61,32.54,7.6,8.24,42.75,131.8,0:00:00,5/21/2024
118,Открытая часть залива Петра Великого,дно,65,1.99,34.03,8.2,8.16,42.75,131.8,0:00:00,5/21/2024
120,Открытая часть залива Петра Великого,0,0,18.22,32.57,7.3,8.24,42.4,132,0:00:00,5/21/2024
120,Открытая часть залива Петра Великого,дно,204,1.54,34.05,8.2,8.16,42.4,132,0:00:00,5/21/2024
122,Открытая часть залива Петра Великого,0,0,18.09,32.61,7.3,8.24,42.5,132,0:00:00,5/21/2024
122,Открытая часть залива Петра Великого,дно,95,1.96,34.03,8.1,8.20,42.5,132,0:00:00,5/21/2024
124,Открытая часть залива Петра Великого,0,0,17.38,32.66,7.4,8.26,42.6,132,0:00:00,5/21/2024
124,Открытая часть залива Петра Великого,дно,87,1.88,34.03,8.1,8.19,42.6,132,0:00:00,5/21/2024
126,Открытая часть залива Петра Великого,0,0,16.93,32.57,7.5,8.22,42.7,132,0:00:00,5/21/2024
126,Открытая часть залива Петра Великого,дно,68,1.93,34.03,8.2,8.15,42.7,132,0:00:00,5/21/2024
128,Открытая часть залива Петра Великого,0,0,17.08,32.57,7.7,8.19,42.8,132,0:00:00,5/21/2024
128,Открытая часть залива Петра Великого,дно,70,1.86,34.04,7.9,8.11,42.8,132,0:00:00,5/21/2024
130,Открытая часть залива Петра Великого,0,0,17.68,32.60,7.5,8.25,42.45,132.2,0:00:00,5/21/2024
130,Открытая часть залива Петра Великого,дно,125,1.85,34.04,8.6,8.19,42.45,132.2,0:00:00,5/21/2024
132,Открытая часть залива Петра Великого,0,0,17.82,32.59,7.5,8.26,42.55,132.2,0:00:00,5/21/2024
132,Открытая часть залива Петра Великого,дно,84,1.81,34.04,8.2,8.18,42.55,132.2,0:00:00,5/21/2024
134,Открытая часть залива Петра Великого,0,0,17.40,32.53,7.6,8.24,42.65,132.2,0:00:00,5/21/2024
134,Открытая часть залива Петра Великого,дно,79,1.81,34.04,8.5,8.17,42.65,132.2,0:00:00,5/21/2024
136,Открытая часть залива Петра Великого,0,0,14.52,32.82,8.1,8.26,42.75,132.2,0:00:00,5/21/2024
136,Открытая часть залива Петра Великого,дно,71,1.95,34.03,8.5,8.20,42.75,132.2,0:00:00,5/21/2024
138,Открытая часть залива Петра Великого,0,0,15.79,32.92,7.8,8.26,42.4,132.4,0:00:00,5/21/2024
138,Открытая часть залива Петра Великого,дно,212,1.63,34.04,8.6,8.18,42.4,132.4,0:00:00,5/21/2024
140,Открытая часть залива Петра Великого,0,0,14.73,33.08,8.2,8.28,42.5,132.4,0:00:00,5/21/2024
140,Открытая часть залива Петра Великого,дно,106,1.96,34.03,8.5,8.19,42.5,132.4,0:00:00,5/21/2024
142,Открытая часть залива Петра Великого,0,0,15.36,32.74,7.8,8.23,42.6,132.4,0:00:00,5/21/2024
142,Открытая часть залива Петра Великого,дно,91,1.72,34.04,8.3,8.15,42.6,132.4,0:00:00,5/21/2024
144,Открытая часть залива Петра Великого,0,0,15.03,32.84,8.1,8.25,42.7,132.4,0:00:00,5/21/2024
144,Открытая часть залива Петра Великого,дно,71,2.09,34.02,8.7,8.18,42.7,132.4,0:00:00,5/21/2024
148,Открытая часть залива Петра Великого,0,0,15.63,33.15,8,8.27,42.45,132.6,0:00:00,5/21/2024
148,Открытая часть залива Петра Великого,дно,201,1.70,34.05,8.3,8.17,42.45,132.6,0:00:00,5/21/2024
150,Открытая часть залива Петра Великого,0,0,15.59,33.02,7.9,8.26,42.55,132.6,0:00:00,5/21/2024
150,Открытая часть залива Петра Великого,дно,112,2.01,34.02,8.6,8.19,42.55,132.6,0:00:00,5/21/2024
152,Открытая часть залива Петра Великого,0,0,15.53,32.93,7.9,8.26,42.65,132.6,0:00:00,5/21/2024
152,Открытая часть залива Петра Великого,дно,88,2.04,34.03,8.7,8.19,42.65,132.6,0:00:00,5/21/2024
154,Открытая часть залива Петра Великого,0,0,15.80,32.72,7.9,8.22,42.75,132.6,0:00:00,5/21/2024
154,Открытая часть залива Петра Великого,дно,58,2.33,34.00,8.3,8.19,42.75,132.6,0:00:00,5/21/2024
158,Открытая часть залива Петра Великого,0,0,15.59,33.33,8,8.27,42.5,132.8,0:00:00,5/21/2024
158,Открытая часть залива Петра Великого,дно,202,1.68,34.04,8.4,8.20,42.5,132.8,0:00:00,5/21/2024
160,Открытая часть залива Петра Великого,0,0,15.75,32.88,8,8.24,42.6,132.8,0:00:00,5/21/2024
160,Открытая часть залива Петра Великого,дно,102,2.13,34.01,8.8,8.19,42.6,132.8,0:00:00,5/21/2024
162,Открытая часть залива Петра Великого,0,0,15.78,32.78,8,8.27,42.7,132.8,0:00:00,5/21/2024
162,Открытая часть залива Петра Великого,дно,54,2.78,33.99,8.7,8.22,42.7,132.8,0:00:00,5/21/2024
164,Открытая часть залива Петра Великого,0,0,11.56,33.17,8.9,8.26,42.8,132.8,0:00:00,5/21/2024
164,Открытая часть залива Петра Великого,дно,18,4.19,33.94,9.4,8.32,42.8,132.8,0:00:00,5/21/2024
168,Открытая часть залива Петра Великого,0,0,12.71,33.12,8.5,8.25,42.55,133,0:00:00,5/21/2024
168,Открытая часть залива Петра Великого,дно,204,1.62,34.05,7.9,8.13,42.55,133,0:00:00,5/21/2024
171,Открытая часть залива Петра Великого,0,0,11.86,33.50,9.4,8.30,42.7,133,0:00:00,5/21/2024
171,Открытая часть залива Петра Великого,дно,43,2.91,33.99,8.5,8.22,42.7,133,0:00:00,5/21/2024
174,Открытая часть залива Петра Великого,0,0,17.48,33.32,7.6,8.28,42.5,133.2,0:00:00,5/21/2024
174,Открытая часть залива Петра Великого,дно,211,1.43,34.05,8,8.15,42.5,133.2,0:00:00,5/21/2024
176,Открытая часть залива Петра Великого,0,0,17.65,33.34,7.7,8.26,42.6,133.2,0:00:00,5/21/2024
176,Открытая часть залива Петра Великого,дно,128,2.02,34.02,8.8,8.18,42.6,133.2,0:00:00,5/21/2024
178,Открытая часть залива Петра Великого,0,0,17.34,33.67,8,8.22,42.7,133.2,0:00:00,5/21/2024

178,Открытая часть залива Петра Великого,дно,54,2.99,33.98,8.8,8.19,42.7,133.2,0:00:00,5/21/2024
